"TXNAME"	"GENEID"
"45272"	"ENSDART00000142975"	"ENSDARG00000074930"
"45273"	"ENSDART00000157111"	"ENSDARG00000096894"
"45274"	"ENSDART00000127362"	"ENSDARG00000089983"
"45275"	"ENSDART00000181859"	"ENSDARG00000089983"
"45276"	"ENSDART00000159577"	"ENSDARG00000062828"
"45277"	"ENSDART00000187771"	"ENSDARG00000062828"
"45278"	"ENSDART00000166097"	"ENSDARG00000101686"
"45279"	"ENSDART00000176322"	"ENSDARG00000107753"
"45280"	"ENSDART00000188065"	"ENSDARG00000112922"
"45281"	"ENSDART00000145380"	"ENSDARG00000075405"
"45282"	"ENSDART00000111568"	"ENSDARG00000075616"
"45283"	"ENSDART00000185960"	"ENSDARG00000004017"
"45284"	"ENSDART00000130537"	"ENSDARG00000004017"
"45285"	"ENSDART00000149221"	"ENSDARG00000061974"
"45286"	"ENSDART00000190034"	"ENSDARG00000061974"
"45287"	"ENSDART00000052240"	"ENSDARG00000035987"
"45288"	"ENSDART00000013865"	"ENSDARG00000004280"
"45289"	"ENSDART00000151535"	"ENSDARG00000004280"
"45290"	"ENSDART00000151214"	"ENSDARG00000004280"
"45291"	"ENSDART00000151637"	"ENSDARG00000004280"
"45292"	"ENSDART00000135706"	"ENSDARG00000070555"
"45293"	"ENSDART00000151508"	"ENSDARG00000070555"
"45294"	"ENSDART00000192956"	"ENSDARG00000070553"
"45295"	"ENSDART00000088917"	"ENSDARG00000070553"
"45296"	"ENSDART00000139909"	"ENSDARG00000031348"
"45297"	"ENSDART00000040073"	"ENSDARG00000031348"
"45298"	"ENSDART00000132892"	"ENSDARG00000087198"
"45299"	"ENSDART00000175514"	"ENSDARG00000108589"
"45300"	"ENSDART00000171607"	"ENSDARG00000102690"
"45301"	"ENSDART00000165448"	"ENSDARG00000102690"
"45302"	"ENSDART00000170365"	"ENSDARG00000102690"
"45303"	"ENSDART00000168503"	"ENSDARG00000102690"
"45304"	"ENSDART00000163093"	"ENSDARG00000098845"
"45305"	"ENSDART00000165033"	"ENSDARG00000105293"
"45306"	"ENSDART00000168672"	"ENSDARG00000105293"
"45307"	"ENSDART00000160531"	"ENSDARG00000105293"
"45308"	"ENSDART00000160209"	"ENSDARG00000104274"
"45309"	"ENSDART00000164756"	"ENSDARG00000103112"
"45310"	"ENSDART00000180668"	"ENSDARG00000111201"
"45311"	"ENSDART00000164696"	"ENSDARG00000104097"
"45312"	"ENSDART00000166230"	"ENSDARG00000099609"
"45313"	"ENSDART00000159015"	"ENSDARG00000103024"
"45314"	"ENSDART00000166217"	"ENSDARG00000103024"
"45315"	"ENSDART00000170237"	"ENSDARG00000103024"
"45316"	"ENSDART00000169343"	"ENSDARG00000101878"
"45317"	"ENSDART00000192057"	"ENSDARG00000101878"
"45318"	"ENSDART00000170335"	"ENSDARG00000104837"
"45319"	"ENSDART00000168260"	"ENSDARG00000104837"
"45320"	"ENSDART00000182732"	"ENSDARG00000101891"
"45321"	"ENSDART00000164386"	"ENSDARG00000101891"
"45322"	"ENSDART00000161603"	"ENSDARG00000101891"
"45323"	"ENSDART00000161965"	"ENSDARG00000105034"
"45324"	"ENSDART00000022076"	"ENSDARG00000011797"
"45325"	"ENSDART00000146012"	"ENSDARG00000093404"
"45326"	"ENSDART00000144052"	"ENSDARG00000041660"
"45327"	"ENSDART00000182329"	"ENSDARG00000016999"
"45328"	"ENSDART00000098970"	"ENSDARG00000016999"
"45329"	"ENSDART00000140276"	"ENSDARG00000016999"
"45330"	"ENSDART00000151732"	"ENSDARG00000016999"
"45331"	"ENSDART00000135923"	"ENSDARG00000016999"
"45332"	"ENSDART00000146548"	"ENSDARG00000016999"
"45333"	"ENSDART00000193355"	"ENSDARG00000016999"
"45334"	"ENSDART00000142509"	"ENSDARG00000016999"
"45335"	"ENSDART00000182797"	"ENSDARG00000056509"
"45336"	"ENSDART00000079014"	"ENSDARG00000056509"
"45337"	"ENSDART00000151530"	"ENSDARG00000056509"
"45338"	"ENSDART00000003164"	"ENSDARG00000007186"
"45339"	"ENSDART00000131134"	"ENSDARG00000024619"
"45340"	"ENSDART00000187135"	"ENSDARG00000030700"
"45341"	"ENSDART00000131319"	"ENSDARG00000030700"
"45342"	"ENSDART00000046530"	"ENSDARG00000034215"
"45343"	"ENSDART00000115777"	"ENSDARG00000080410"
"45344"	"ENSDART00000151169"	"ENSDARG00000062060"
"45345"	"ENSDART00000144376"	"ENSDARG00000062060"
"45346"	"ENSDART00000138709"	"ENSDARG00000062060"
"45347"	"ENSDART00000115679"	"ENSDARG00000083417"
"45348"	"ENSDART00000137189"	"ENSDARG00000092638"
"45349"	"ENSDART00000169246"	"ENSDARG00000092638"
"45350"	"ENSDART00000189521"	"ENSDARG00000092638"
"45351"	"ENSDART00000190583"	"ENSDARG00000092638"
"45352"	"ENSDART00000151254"	"ENSDARG00000092638"
"45353"	"ENSDART00000141219"	"ENSDARG00000094436"
"45354"	"ENSDART00000194463"	"ENSDARG00000117498"
"45355"	"ENSDART00000078951"	"ENSDARG00000056450"
"45356"	"ENSDART00000123519"	"ENSDARG00000116649"
"45357"	"ENSDART00000180234"	"ENSDARG00000117203"
"45358"	"ENSDART00000141397"	"ENSDARG00000009285"
"45359"	"ENSDART00000143913"	"ENSDARG00000009285"
"45360"	"ENSDART00000143066"	"ENSDARG00000009285"
"45361"	"ENSDART00000133626"	"ENSDARG00000009285"
"45362"	"ENSDART00000034837"	"ENSDARG00000009285"
"45363"	"ENSDART00000124597"	"ENSDARG00000009594"
"45364"	"ENSDART00000127353"	"ENSDARG00000009594"
"45365"	"ENSDART00000151082"	"ENSDARG00000009594"
"45366"	"ENSDART00000104466"	"ENSDARG00000009594"
"45367"	"ENSDART00000190365"	"ENSDARG00000107952"
"45368"	"ENSDART00000176431"	"ENSDARG00000107952"
"45369"	"ENSDART00000152569"	"ENSDARG00000096641"
"45370"	"ENSDART00000161654"	"ENSDARG00000096641"
"45371"	"ENSDART00000160992"	"ENSDARG00000099183"
"45372"	"ENSDART00000167245"	"ENSDARG00000099258"
"45373"	"ENSDART00000165728"	"ENSDARG00000099258"
"45374"	"ENSDART00000188868"	"ENSDARG00000116617"
"45375"	"ENSDART00000158935"	"ENSDARG00000103340"
"45376"	"ENSDART00000166172"	"ENSDARG00000105009"
"45377"	"ENSDART00000171843"	"ENSDARG00000105009"
"45378"	"ENSDART00000187164"	"ENSDARG00000098782"
"45379"	"ENSDART00000172412"	"ENSDARG00000098782"
"45380"	"ENSDART00000164591"	"ENSDARG00000114702"
"45381"	"ENSDART00000157523"	"ENSDARG00000104451"
"45382"	"ENSDART00000166562"	"ENSDARG00000104451"
"45383"	"ENSDART00000161005"	"ENSDARG00000102973"
"45384"	"ENSDART00000158618"	"ENSDARG00000104254"
"45385"	"ENSDART00000192432"	"ENSDARG00000104254"
"45386"	"ENSDART00000161570"	"ENSDARG00000103318"
"45387"	"ENSDART00000184392"	"ENSDARG00000098689"
"45388"	"ENSDART00000165008"	"ENSDARG00000098689"
"45389"	"ENSDART00000159175"	"ENSDARG00000100831"
"45390"	"ENSDART00000090548"	"ENSDARG00000062530"
"45391"	"ENSDART00000113580"	"ENSDARG00000074216"
"45392"	"ENSDART00000166755"	"ENSDARG00000100791"
"45393"	"ENSDART00000172410"	"ENSDARG00000102551"
"45394"	"ENSDART00000180065"	"ENSDARG00000102551"
"45395"	"ENSDART00000163054"	"ENSDARG00000102906"
"45396"	"ENSDART00000160134"	"ENSDARG00000102906"
"45397"	"ENSDART00000183493"	"ENSDARG00000102906"
"45398"	"ENSDART00000165934"	"ENSDARG00000102906"
"45399"	"ENSDART00000171610"	"ENSDARG00000100312"
"45400"	"ENSDART00000160283"	"ENSDARG00000104162"
"45401"	"ENSDART00000169017"	"ENSDARG00000104162"
"45402"	"ENSDART00000166129"	"ENSDARG00000105013"
"45403"	"ENSDART00000171057"	"ENSDARG00000099559"
"45404"	"ENSDART00000168041"	"ENSDARG00000105013"
"45405"	"ENSDART00000170697"	"ENSDARG00000100358"
"45406"	"ENSDART00000158987"	"ENSDARG00000103862"
"45407"	"ENSDART00000164968"	"ENSDARG00000103862"
"45408"	"ENSDART00000167606"	"ENSDARG00000103862"
"45409"	"ENSDART00000169480"	"ENSDARG00000102501"
"45410"	"ENSDART00000163697"	"ENSDARG00000103862"
"45411"	"ENSDART00000163611"	"ENSDARG00000103862"
"45412"	"ENSDART00000187604"	"ENSDARG00000103862"
"45413"	"ENSDART00000169074"	"ENSDARG00000103862"
"45414"	"ENSDART00000182028"	"ENSDARG00000103862"
"45415"	"ENSDART00000161019"	"ENSDARG00000103862"
"45416"	"ENSDART00000164677"	"ENSDARG00000103862"
"45417"	"ENSDART00000170662"	"ENSDARG00000103862"
"45418"	"ENSDART00000164268"	"ENSDARG00000098798"
"45419"	"ENSDART00000168833"	"ENSDARG00000098798"
"45420"	"ENSDART00000167757"	"ENSDARG00000104307"
"45421"	"ENSDART00000163546"	"ENSDARG00000104307"
"45422"	"ENSDART00000052627"	"ENSDARG00000036227"
"45423"	"ENSDART00000144796"	"ENSDARG00000095636"
"45424"	"ENSDART00000151024"	"ENSDARG00000033251"
"45425"	"ENSDART00000142841"	"ENSDARG00000033251"
"45426"	"ENSDART00000151066"	"ENSDARG00000033251"
"45427"	"ENSDART00000150925"	"ENSDARG00000033251"
"45428"	"ENSDART00000151734"	"ENSDARG00000033251"
"45429"	"ENSDART00000151673"	"ENSDARG00000086762"
"45430"	"ENSDART00000090942"	"ENSDARG00000062695"
"45431"	"ENSDART00000134650"	"ENSDARG00000062695"
"45432"	"ENSDART00000166807"	"ENSDARG00000007863"
"45433"	"ENSDART00000008595"	"ENSDARG00000007863"
"45434"	"ENSDART00000145225"	"ENSDARG00000007863"
"45435"	"ENSDART00000143221"	"ENSDARG00000007863"
"45436"	"ENSDART00000133873"	"ENSDARG00000007863"
"45437"	"ENSDART00000145115"	"ENSDARG00000007863"
"45438"	"ENSDART00000151175"	"ENSDARG00000007863"
"45439"	"ENSDART00000010140"	"ENSDARG00000010266"
"45440"	"ENSDART00000133633"	"ENSDARG00000010266"
"45441"	"ENSDART00000163026"	"ENSDARG00000010266"
"45442"	"ENSDART00000183513"	"ENSDARG00000062664"
"45443"	"ENSDART00000090860"	"ENSDARG00000062664"
"45444"	"ENSDART00000151693"	"ENSDARG00000062664"
"45445"	"ENSDART00000151059"	"ENSDARG00000062664"
"45446"	"ENSDART00000151237"	"ENSDARG00000062664"
"45447"	"ENSDART00000090810"	"ENSDARG00000062640"
"45448"	"ENSDART00000192500"	"ENSDARG00000062640"
"45449"	"ENSDART00000034124"	"ENSDARG00000018602"
"45450"	"ENSDART00000142127"	"ENSDARG00000018602"
"45451"	"ENSDART00000129730"	"ENSDARG00000018602"
"45452"	"ENSDART00000090757"	"ENSDARG00000062634"
"45453"	"ENSDART00000024208"	"ENSDARG00000014499"
"45454"	"ENSDART00000038942"	"ENSDARG00000028431"
"45455"	"ENSDART00000193204"	"ENSDARG00000028431"
"45456"	"ENSDART00000014774"	"ENSDARG00000036190"
"45457"	"ENSDART00000142463"	"ENSDARG00000036190"
"45458"	"ENSDART00000143457"	"ENSDARG00000003931"
"45459"	"ENSDART00000038202"	"ENSDARG00000003931"
"45460"	"ENSDART00000151466"	"ENSDARG00000096358"
"45461"	"ENSDART00000024639"	"ENSDARG00000005026"
"45462"	"ENSDART00000122002"	"ENSDARG00000005026"
"45463"	"ENSDART00000186194"	"ENSDARG00000005026"
"45464"	"ENSDART00000189427"	"ENSDARG00000111408"
"45465"	"ENSDART00000180525"	"ENSDARG00000111408"
"45466"	"ENSDART00000181996"	"ENSDARG00000111408"
"45467"	"ENSDART00000120827"	"ENSDARG00000085427"
"45468"	"ENSDART00000187306"	"ENSDARG00000005522"
"45469"	"ENSDART00000138544"	"ENSDARG00000005522"
"45470"	"ENSDART00000151492"	"ENSDARG00000096383"
"45471"	"ENSDART00000100181"	"ENSDARG00000057586"
"45472"	"ENSDART00000136294"	"ENSDARG00000062521"
"45473"	"ENSDART00000090476"	"ENSDARG00000062521"
"45474"	"ENSDART00000185636"	"ENSDARG00000062521"
"45475"	"ENSDART00000052521"	"ENSDARG00000036168"
"45476"	"ENSDART00000109157"	"ENSDARG00000077227"
"45477"	"ENSDART00000052509"	"ENSDARG00000036159"
"45478"	"ENSDART00000175681"	"ENSDARG00000109130"
"45479"	"ENSDART00000130472"	"ENSDARG00000091116"
"45480"	"ENSDART00000151737"	"ENSDARG00000040004"
"45481"	"ENSDART00000124987"	"ENSDARG00000040004"
"45482"	"ENSDART00000050456"	"ENSDARG00000040004"
"45483"	"ENSDART00000138809"	"ENSDARG00000040004"
"45484"	"ENSDART00000151090"	"ENSDARG00000005510"
"45485"	"ENSDART00000134118"	"ENSDARG00000092446"
"45486"	"ENSDART00000152076"	"ENSDARG00000096494"
"45487"	"ENSDART00000151900"	"ENSDARG00000096477"
"45488"	"ENSDART00000110311"	"ENSDARG00000076788"
"45489"	"ENSDART00000151828"	"ENSDARG00000096483"
"45490"	"ENSDART00000151857"	"ENSDARG00000096469"
"45491"	"ENSDART00000129015"	"ENSDARG00000089547"
"45492"	"ENSDART00000134567"	"ENSDARG00000070774"
"45493"	"ENSDART00000183948"	"ENSDARG00000070774"
"45494"	"ENSDART00000143072"	"ENSDARG00000094710"
"45495"	"ENSDART00000193713"	"ENSDARG00000094710"
"45496"	"ENSDART00000141558"	"ENSDARG00000092249"
"45497"	"ENSDART00000133639"	"ENSDARG00000095442"
"45498"	"ENSDART00000142490"	"ENSDARG00000092089"
"45499"	"ENSDART00000132783"	"ENSDARG00000092089"
"45500"	"ENSDART00000148036"	"ENSDARG00000092089"
"45501"	"ENSDART00000116796"	"ENSDARG00000080384"
"45502"	"ENSDART00000090200"	"ENSDARG00000062382"
"45503"	"ENSDART00000139040"	"ENSDARG00000045094"
"45504"	"ENSDART00000080673"	"ENSDARG00000057913"
"45505"	"ENSDART00000100422"	"ENSDARG00000069150"
"45506"	"ENSDART00000144541"	"ENSDARG00000069150"
"45507"	"ENSDART00000141351"	"ENSDARG00000069147"
"45508"	"ENSDART00000100420"	"ENSDARG00000069147"
"45509"	"ENSDART00000136275"	"ENSDARG00000069147"
"45510"	"ENSDART00000194333"	"ENSDARG00000117562"
"45511"	"ENSDART00000194936"	"ENSDARG00000117562"
"45512"	"ENSDART00000090081"	"ENSDARG00000062352"
"45513"	"ENSDART00000140732"	"ENSDARG00000062352"
"45514"	"ENSDART00000142506"	"ENSDARG00000094074"
"45515"	"ENSDART00000052421"	"ENSDARG00000036107"
"45516"	"ENSDART00000194149"	"ENSDARG00000117416"
"45517"	"ENSDART00000167469"	"ENSDARG00000098950"
"45518"	"ENSDART00000052420"	"ENSDARG00000036105"
"45519"	"ENSDART00000158490"	"ENSDARG00000016623"
"45520"	"ENSDART00000010580"	"ENSDARG00000016623"
"45521"	"ENSDART00000151390"	"ENSDARG00000016623"
"45522"	"ENSDART00000132209"	"ENSDARG00000036100"
"45523"	"ENSDART00000193610"	"ENSDARG00000036100"
"45524"	"ENSDART00000049840"	"ENSDARG00000036100"
"45525"	"ENSDART00000154111"	"ENSDARG00000097873"
"45526"	"ENSDART00000161970"	"ENSDARG00000101183"
"45527"	"ENSDART00000163220"	"ENSDARG00000103700"
"45528"	"ENSDART00000168730"	"ENSDARG00000103928"
"45529"	"ENSDART00000018553"	"ENSDARG00000002613"
"45530"	"ENSDART00000112808"	"ENSDARG00000077084"
"45531"	"ENSDART00000132934"	"ENSDARG00000077084"
"45532"	"ENSDART00000144300"	"ENSDARG00000077084"
"45533"	"ENSDART00000143292"	"ENSDARG00000077084"
"45534"	"ENSDART00000141933"	"ENSDARG00000092086"
"45535"	"ENSDART00000052396"	"ENSDARG00000036092"
"45536"	"ENSDART00000146947"	"ENSDARG00000014490"
"45537"	"ENSDART00000089836"	"ENSDARG00000062268"
"45538"	"ENSDART00000147627"	"ENSDARG00000062268"
"45539"	"ENSDART00000190756"	"ENSDARG00000112877"
"45540"	"ENSDART00000013497"	"ENSDARG00000008859"
"45541"	"ENSDART00000136244"	"ENSDARG00000031751"
"45542"	"ENSDART00000187402"	"ENSDARG00000031751"
"45543"	"ENSDART00000185432"	"ENSDARG00000114729"
"45544"	"ENSDART00000067793"	"ENSDARG00000016811"
"45545"	"ENSDART00000138322"	"ENSDARG00000056847"
"45546"	"ENSDART00000188540"	"ENSDARG00000033599"
"45547"	"ENSDART00000134455"	"ENSDARG00000033599"
"45548"	"ENSDART00000179382"	"ENSDARG00000107267"
"45549"	"ENSDART00000126006"	"ENSDARG00000087611"
"45550"	"ENSDART00000183654"	"ENSDARG00000087611"
"45551"	"ENSDART00000185341"	"ENSDARG00000087611"
"45552"	"ENSDART00000187396"	"ENSDARG00000004343"
"45553"	"ENSDART00000188978"	"ENSDARG00000004343"
"45554"	"ENSDART00000149988"	"ENSDARG00000004343"
"45555"	"ENSDART00000148439"	"ENSDARG00000004343"
"45556"	"ENSDART00000148877"	"ENSDARG00000004343"
"45557"	"ENSDART00000148613"	"ENSDARG00000004343"
"45558"	"ENSDART00000025847"	"ENSDARG00000009511"
"45559"	"ENSDART00000052355"	"ENSDARG00000036069"
"45560"	"ENSDART00000184687"	"ENSDARG00000036069"
"45561"	"ENSDART00000149515"	"ENSDARG00000036069"
"45562"	"ENSDART00000052352"	"ENSDARG00000036063"
"45563"	"ENSDART00000049368"	"ENSDARG00000004472"
"45564"	"ENSDART00000185426"	"ENSDARG00000004472"
"45565"	"ENSDART00000103922"	"ENSDARG00000004472"
"45566"	"ENSDART00000182060"	"ENSDARG00000115108"
"45567"	"ENSDART00000140336"	"ENSDARG00000056665"
"45568"	"ENSDART00000161908"	"ENSDARG00000056665"
"45569"	"ENSDART00000134160"	"ENSDARG00000056665"
"45570"	"ENSDART00000103887"	"ENSDARG00000070623"
"45571"	"ENSDART00000145549"	"ENSDARG00000070623"
"45572"	"ENSDART00000191517"	"ENSDARG00000036051"
"45573"	"ENSDART00000193909"	"ENSDARG00000036051"
"45574"	"ENSDART00000052338"	"ENSDARG00000036051"
"45575"	"ENSDART00000121294"	"ENSDARG00000085894"
"45576"	"ENSDART00000183825"	"ENSDARG00000036051"
"45577"	"ENSDART00000133354"	"ENSDARG00000036051"
"45578"	"ENSDART00000103862"	"ENSDARG00000070607"
"45579"	"ENSDART00000163382"	"ENSDARG00000011506"
"45580"	"ENSDART00000151752"	"ENSDARG00000011506"
"45581"	"ENSDART00000139433"	"ENSDARG00000011506"
"45582"	"ENSDART00000103855"	"ENSDARG00000011506"
"45583"	"ENSDART00000140038"	"ENSDARG00000011506"
"45584"	"ENSDART00000150932"	"ENSDARG00000011506"
"45585"	"ENSDART00000133664"	"ENSDARG00000095192"
"45586"	"ENSDART00000194088"	"ENSDARG00000117259"
"45587"	"ENSDART00000194341"	"ENSDARG00000117259"
"45588"	"ENSDART00000176457"	"ENSDARG00000108806"
"45589"	"ENSDART00000142694"	"ENSDARG00000005625"
"45590"	"ENSDART00000009149"	"ENSDARG00000005625"
"45591"	"ENSDART00000021396"	"ENSDARG00000004311"
"45592"	"ENSDART00000167803"	"ENSDARG00000035715"
"45593"	"ENSDART00000051804"	"ENSDARG00000035715"
"45594"	"ENSDART00000186428"	"ENSDARG00000015427"
"45595"	"ENSDART00000051799"	"ENSDARG00000015427"
"45596"	"ENSDART00000148935"	"ENSDARG00000015427"
"45597"	"ENSDART00000164205"	"ENSDARG00000015427"
"45598"	"ENSDART00000149128"	"ENSDARG00000015427"
"45599"	"ENSDART00000109729"	"ENSDARG00000056213"
"45600"	"ENSDART00000171224"	"ENSDARG00000056213"
"45601"	"ENSDART00000157419"	"ENSDARG00000056213"
"45602"	"ENSDART00000171266"	"ENSDARG00000056213"
"45603"	"ENSDART00000145396"	"ENSDARG00000070479"
"45604"	"ENSDART00000103474"	"ENSDARG00000070479"
"45605"	"ENSDART00000023074"	"ENSDARG00000007065"
"45606"	"ENSDART00000073704"	"ENSDARG00000056165"
"45607"	"ENSDART00000192229"	"ENSDARG00000117127"
"45608"	"ENSDART00000115747"	"ENSDARG00000080804"
"45609"	"ENSDART00000194738"	"ENSDARG00000117694"
"45610"	"ENSDART00000194865"	"ENSDARG00000117694"
"45611"	"ENSDART00000118099"	"ENSDARG00000081497"
"45612"	"ENSDART00000052124"	"ENSDARG00000035907"
"45613"	"ENSDART00000175662"	"ENSDARG00000035907"
"45614"	"ENSDART00000047461"	"ENSDARG00000035909"
"45615"	"ENSDART00000146375"	"ENSDARG00000035909"
"45616"	"ENSDART00000052126"	"ENSDARG00000035913"
"45617"	"ENSDART00000140603"	"ENSDARG00000035913"
"45618"	"ENSDART00000183224"	"ENSDARG00000035913"
"45619"	"ENSDART00000145423"	"ENSDARG00000035913"
"45620"	"ENSDART00000135484"	"ENSDARG00000035913"
"45621"	"ENSDART00000139599"	"ENSDARG00000035913"
"45622"	"ENSDART00000143394"	"ENSDARG00000035913"
"45623"	"ENSDART00000137884"	"ENSDARG00000035913"
"45624"	"ENSDART00000052169"	"ENSDARG00000035944"
"45625"	"ENSDART00000193376"	"ENSDARG00000035944"
"45626"	"ENSDART00000134645"	"ENSDARG00000035944"
"45627"	"ENSDART00000171591"	"ENSDARG00000093668"
"45628"	"ENSDART00000143494"	"ENSDARG00000093668"
"45629"	"ENSDART00000145971"	"ENSDARG00000056021"
"45630"	"ENSDART00000088618"	"ENSDARG00000061818"
"45631"	"ENSDART00000133445"	"ENSDARG00000094105"
"45632"	"ENSDART00000078459"	"ENSDARG00000056034"
"45633"	"ENSDART00000136289"	"ENSDARG00000061723"
"45634"	"ENSDART00000181604"	"ENSDARG00000035957"
"45635"	"ENSDART00000134107"	"ENSDARG00000061728"
"45636"	"ENSDART00000088401"	"ENSDARG00000061728"
"45637"	"ENSDART00000052185"	"ENSDARG00000035957"
"45638"	"ENSDART00000132182"	"ENSDARG00000035957"
"45639"	"ENSDART00000150910"	"ENSDARG00000035957"
"45640"	"ENSDART00000151536"	"ENSDARG00000035957"
"45641"	"ENSDART00000186673"	"ENSDARG00000114759"
"45642"	"ENSDART00000147474"	"ENSDARG00000070537"
"45643"	"ENSDART00000146560"	"ENSDARG00000093430"
"45644"	"ENSDART00000133045"	"ENSDARG00000093430"
"45645"	"ENSDART00000162297"	"ENSDARG00000061713"
"45646"	"ENSDART00000088340"	"ENSDARG00000061713"
"45647"	"ENSDART00000151280"	"ENSDARG00000061713"
"45648"	"ENSDART00000151218"	"ENSDARG00000061713"
"45649"	"ENSDART00000164534"	"ENSDARG00000103948"
"45650"	"ENSDART00000005255"	"ENSDARG00000008920"
"45651"	"ENSDART00000021798"	"ENSDARG00000017299"
"45652"	"ENSDART00000022667"	"ENSDARG00000017111"
"45653"	"ENSDART00000186471"	"ENSDARG00000061687"
"45654"	"ENSDART00000167664"	"ENSDARG00000061687"
"45655"	"ENSDART00000184353"	"ENSDARG00000061687"
"45656"	"ENSDART00000088265"	"ENSDARG00000061687"
"45657"	"ENSDART00000078197"	"ENSDARG00000055798"
"45658"	"ENSDART00000052086"	"ENSDARG00000035875"
"45659"	"ENSDART00000008698"	"ENSDARG00000011312"
"45660"	"ENSDART00000146342"	"ENSDARG00000011312"
"45661"	"ENSDART00000052097"	"ENSDARG00000035882"
"45662"	"ENSDART00000052096"	"ENSDARG00000035882"
"45663"	"ENSDART00000188012"	"ENSDARG00000035882"
"45664"	"ENSDART00000052082"	"ENSDARG00000035871"
"45665"	"ENSDART00000148232"	"ENSDARG00000035871"
"45666"	"ENSDART00000052091"	"ENSDARG00000035880"
"45667"	"ENSDART00000169469"	"ENSDARG00000035868"
"45668"	"ENSDART00000171782"	"ENSDARG00000035868"
"45669"	"ENSDART00000179326"	"ENSDARG00000035868"
"45670"	"ENSDART00000180705"	"ENSDARG00000035868"
"45671"	"ENSDART00000193791"	"ENSDARG00000035868"
"45672"	"ENSDART00000078066"	"ENSDARG00000035868"
"45673"	"ENSDART00000019459"	"ENSDARG00000003320"
"45674"	"ENSDART00000180317"	"ENSDARG00000003320"
"45675"	"ENSDART00000043039"	"ENSDARG00000032859"
"45676"	"ENSDART00000142275"	"ENSDARG00000076296"
"45677"	"ENSDART00000132840"	"ENSDARG00000076296"
"45678"	"ENSDART00000181800"	"ENSDARG00000076296"
"45679"	"ENSDART00000183477"	"ENSDARG00000003680"
"45680"	"ENSDART00000162517"	"ENSDARG00000003680"
"45681"	"ENSDART00000147226"	"ENSDARG00000003680"
"45682"	"ENSDART00000123270"	"ENSDARG00000003680"
"45683"	"ENSDART00000151521"	"ENSDARG00000003680"
"45684"	"ENSDART00000151192"	"ENSDARG00000003680"
"45685"	"ENSDART00000010294"	"ENSDARG00000003680"
"45686"	"ENSDART00000160356"	"ENSDARG00000098904"
"45687"	"ENSDART00000116600"	"ENSDARG00000082677"
"45688"	"ENSDART00000135592"	"ENSDARG00000012745"
"45689"	"ENSDART00000186043"	"ENSDARG00000012745"
"45690"	"ENSDART00000184922"	"ENSDARG00000012745"
"45691"	"ENSDART00000117794"	"ENSDARG00000083005"
"45692"	"ENSDART00000141950"	"ENSDARG00000055490"
"45693"	"ENSDART00000132046"	"ENSDARG00000093432"
"45694"	"ENSDART00000086617"	"ENSDARG00000061042"
"45695"	"ENSDART00000146777"	"ENSDARG00000070407"
"45696"	"ENSDART00000103276"	"ENSDARG00000070407"
"45697"	"ENSDART00000076506"	"ENSDARG00000054331"
"45698"	"ENSDART00000147714"	"ENSDARG00000054331"
"45699"	"ENSDART00000103266"	"ENSDARG00000070403"
"45700"	"ENSDART00000051749"	"ENSDARG00000035678"
"45701"	"ENSDART00000139342"	"ENSDARG00000035678"
"45702"	"ENSDART00000155270"	"ENSDARG00000097137"
"45703"	"ENSDART00000177316"	"ENSDARG00000108999"
"45704"	"ENSDART00000076023"	"ENSDARG00000053906"
"45705"	"ENSDART00000165398"	"ENSDARG00000099988"
"45706"	"ENSDART00000116632"	"ENSDARG00000082439"
"45707"	"ENSDART00000140723"	"ENSDARG00000091988"
"45708"	"ENSDART00000136527"	"ENSDARG00000091988"
"45709"	"ENSDART00000185990"	"ENSDARG00000117031"
"45710"	"ENSDART00000103163"	"ENSDARG00000070362"
"45711"	"ENSDART00000032341"	"ENSDARG00000023989"
"45712"	"ENSDART00000103159"	"ENSDARG00000070358"
"45713"	"ENSDART00000103151"	"ENSDARG00000055459"
"45714"	"ENSDART00000139999"	"ENSDARG00000092945"
"45715"	"ENSDART00000158960"	"ENSDARG00000061479"
"45716"	"ENSDART00000182083"	"ENSDARG00000111821"
"45717"	"ENSDART00000087694"	"ENSDARG00000061479"
"45718"	"ENSDART00000042276"	"ENSDARG00000033447"
"45719"	"ENSDART00000180872"	"ENSDARG00000033447"
"45720"	"ENSDART00000189289"	"ENSDARG00000033447"
"45721"	"ENSDART00000148348"	"ENSDARG00000033447"
"45722"	"ENSDART00000160756"	"ENSDARG00000061458"
"45723"	"ENSDART00000087662"	"ENSDARG00000061458"
"45724"	"ENSDART00000177759"	"ENSDARG00000061458"
"45725"	"ENSDART00000175470"	"ENSDARG00000106996"
"45726"	"ENSDART00000140198"	"ENSDARG00000024492"
"45727"	"ENSDART00000035093"	"ENSDARG00000024492"
"45728"	"ENSDART00000148139"	"ENSDARG00000024492"
"45729"	"ENSDART00000194712"	"ENSDARG00000117548"
"45730"	"ENSDART00000186431"	"ENSDARG00000115122"
"45731"	"ENSDART00000166718"	"ENSDARG00000101284"
"45732"	"ENSDART00000177371"	"ENSDARG00000108602"
"45733"	"ENSDART00000151551"	"ENSDARG00000096352"
"45734"	"ENSDART00000151438"	"ENSDARG00000011564"
"45735"	"ENSDART00000017359"	"ENSDARG00000011564"
"45736"	"ENSDART00000123647"	"ENSDARG00000011564"
"45737"	"ENSDART00000134873"	"ENSDARG00000011564"
